ID,y
408,109.96027
409,97.40555
410,78.1015
412,109.82156
413,91.73001
419,97.88202
420,107.85044
421,91.704735
430,107.55891
434,93.56719
436,94.070335
437,96.8312
438,92.00094
439,109.45042
440,96.901985
443,110.28373
446,94.21882
448,94.765976
452,94.19203
453,105.79923
457,103.07232
458,94.422195
459,114.19976
460,98.443306
462,103.04871
464,98.76719
465,116.0386
467,108.2782
471,110.57881
472,77.84989
473,92.953224
475,94.131744
480,96.353676
488,113.21159
490,109.96027
491,105.24847
492,81.19619
493,94.635216
497,91.62669
498,111.28398
499,95.42268
500,102.320114
501,94.422195
502,109.395355
506,86.276535
510,110.34795
511,92.68837
512,92.46676
516,95.88867
518,92.226585
519,112.0891
521,93.92482
522,111.62644
526,113.08818
529,102.00316
532,113.41584
533,95.246414
536,116.07986
537,94.017685
539,94.52472
540,105.918205
541,94.06216
543,93.55054
546,108.67709
547,94.233795
548,81.30531
551,93.802086
552,103.59616
556,103.73093
557,96.0201
558,112.729805
559,94.77637
560,102.53453
562,103.765205
566,95.17208
570,111.28398
571,96.8312
572,106.703835
573,94.83217
575,116.0386
576,107.08311
577,93.479996
579,92.721214
580,111.06549
581,108.291336
589,109.96027
591,101.13775
593,93.73505
594,103.52626
595,95.29123
598,93.98403
602,112.55452
604,111.9436
606,109.97788
608,94.686386
609,105.828995
610,94.03666
616,108.845375
617,94.11544
618,96.22071
620,104.93814
622,110.66347
623,92.153625
624,107.58553
626,111.75559
628,113.53957
629,93.45902
630,109.44282
637,103.120415
638,106.34691
643,96.19916
645,96.353676
646,105.564095
648,95.662796
652,93.87851
653,96.49752
654,111.28398
656,109.225815
657,93.14289
659,102.46934
660,106.87265
663,91.8541
664,108.867065
666,103.81534
668,113.03558
669,95.71178
671,95.36868
675,93.2843
677,93.921814
678,114.68579
679,109.6455
682,94.735344
685,109.19999
687,94.11808
688,92.643326
693,103.527306
696,94.39012
698,92.83757
701,97.65184
704,105.98152
705,116.09135
709,112.26549
710,96.10656
711,102.393295
712,95.243774
714,109.44521
715,89.90823
716,110.3944
717,93.91574
720,115.84258
721,92.84519
724,100.907166
725,97.24075
726,110.926216
728,109.60252
731,95.918335
734,106.48048
738,97.6625
745,109.6894
746,91.69197
751,77.81767
754,93.763306
756,93.61802
758,100.95851
759,105.29838
761,116.0466
766,96.1872
767,112.17606
768,93.34003
769,111.42779
770,93.97667
771,81.40819
772,102.297905
773,93.83763
774,111.16425
776,112.51466
777,96.88064
780,116.874084
782,105.918205
787,103.97252
788,94.494026
792,92.14728
793,110.01753
798,98.76769
800,91.31706
806,110.3944
809,110.67417
811,110.348114
812,91.83481
814,116.0386
816,104.11277
817,97.46738
818,103.70731
820,106.99078
823,94.422195
829,90.74293
830,109.77823
831,90.58448
834,112.42829
839,96.80497
841,86.50049
844,105.437836
845,94.15707
848,91.67262
850,103.31988
851,100.53544
852,90.62414
854,92.71718
855,97.42953
856,101.89873
859,101.46862
861,111.16425
864,92.21315
865,111.51032
866,90.75901
867,92.13159
869,94.616615
871,91.74587
872,110.3944
882,101.258705
883,93.51533
885,94.55339
888,94.88473
893,110.11518
901,114.68579
903,104.42208
904,93.60693
905,101.7554
910,95.574356
911,113.02015
914,114.79086
918,108.439735
921,90.50256
928,97.63934
929,107.67007
932,102.29635
933,100.260445
934,95.574356
935,108.405014
937,80.290085
939,94.8654
940,102.24882
941,95.27502
942,105.38311
943,93.22215
944,103.44329
947,110.3944
949,111.97196
951,107.597336
952,96.46016
953,104.42208
954,78.2651
957,113.26251
959,94.60559
960,110.46122
963,116.0386
965,110.3944
967,103.728294
971,94.844376
972,78.206566
973,92.37758
974,112.61669
975,95.2939
978,97.55167
980,112.1171
981,94.504974
984,115.949585
986,95.574356
988,93.34003
989,113.29982
990,101.442986
992,114.68579
996,97.54049
999,105.926094
1000,94.80094
1001,111.51032
1002,90.56008
1003,112.51466
1004,91.8965
1008,111.66624
1009,94.12776
1010,99.46844
1012,110.10704
1013,93.532814
1014,110.38124
1015,96.30556
1016,116.0386
1019,104.73119
1020,108.53807
1021,95.574356
1022,105.59342
1024,95.574356
1025,79.65798
1027,94.39824
1028,108.11186
1029,95.58436
1030,94.756004
1033,113.30708
1036,100.38969
1037,105.46892
1038,92.99204
1042,94.8654
1043,106.18725
1044,94.3472
1045,113.27391
1047,116.704865
1050,93.432686
1051,110.11518
1054,94.39018
1056,94.504974
1057,93.599724
1059,94.384575
1062,101.57972
1063,102.173996
1064,94.504974
1066,94.2751
1070,107.9782
1076,113.25303
1077,92.637985
1078,111.2634
1080,113.42455
1082,100.90152
1083,94.80625
1089,104.233696
1091,94.88473
1093,93.47431
1097,98.81572
1099,93.74337
1101,95.574356
1103,95.07762
1104,111.01914
1106,110.104965
1109,93.261406
1110,110.722
1111,94.89974
1112,113.60084
1114,98.01897
1116,95.75871
1117,105.088455
1120,94.89405
1124,110.531425
1125,93.51914
1126,113.135445
1134,108.596794
1137,94.1899
1138,111.69797
1144,110.99971
1145,95.1185
1146,92.969795
1148,95.2939
1150,95.45254
1152,105.437836
1153,95.861534
1154,100.618004
1155,94.8654
1157,92.8692
1162,94.8654
1165,112.375534
1166,93.55357
1167,107.77226
1168,97.45705
1169,100.98902
1171,117.11773
1172,95.45464
1173,100.98902
1174,94.52131
1176,97.19228
1177,100.64266
1178,94.0156
1182,112.74865
1186,96.613365
1187,111.16418
1188,93.71951
1189,116.874084
1191,105.38098
1192,94.51836
1197,109.281906
1198,91.78132
1200,78.5815
1201,94.16002
1203,99.55099
1209,116.16682
1214,105.561584
1218,110.82377
1222,95.472145
1226,95.64236
1228,92.855484
1230,103.29677
1232,78.57484
1233,94.066696
1236,116.453766
1238,95.29063
1241,110.99971
1244,105.73888
1246,94.539986
1247,109.34283
1250,108.38591
1251,93.319046
1254,107.98538
1255,96.506035
1256,109.02582
1257,92.432236
1258,95.65227
1259,110.60669
1260,94.141235
1263,110.844635
1267,79.40856
1268,108.81931
1271,94.51836
1272,110.11518
1274,104.89903
1275,94.8654
1276,110.11518
1277,92.57933
1279,92.969795
1281,94.73692
1282,93.71951
1283,109.38296
1285,112.921104
1286,93.39153
1289,110.7839
1296,113.54414
1299,95.29918
1301,97.466194
1306,92.88957
1307,97.40319
1308,93.938095
1313,110.11518
1314,100.13398
1315,110.722
1316,92.373825
1317,110.02769
1319,91.67262
1323,97.17729
1324,108.86544
1325,93.599
1328,102.08723
1329,92.9202
1330,111.16425
1331,94.15028
1332,101.12687
1337,95.00148
1338,112.31825
1339,93.92482
1340,112.15469
1343,108.75316
1347,106.07246
1348,93.58029
1349,106.183136
1352,92.78405
1354,98.170105
1359,111.890945
1360,96.48565
1363,110.224724
1364,94.452385
1365,103.81759
1366,93.752815
1372,93.9301
1375,107.044556
1376,94.18573
1378,92.056854
1379,111.514595
1380,95.82335
1381,99.14579
1384,110.52797
1387,95.395325
1388,110.015594
1392,78.798874
1394,103.83698
1395,95.45427
1396,110.546814
1398,94.74556
1399,110.546814
1400,92.74238
1401,97.60411
1403,94.1251
1404,100.35381
1406,110.546814
1407,98.78435
1408,111.381256
1410,79.40856
1412,110.65408
1413,96.32817
1415,100.01393
1420,111.381256
1422,111.44268
1423,101.321724
1424,111.381256
1425,95.33117
1426,79.40856
1427,99.5101
1429,93.933136
1430,111.85438
1431,97.69259
1432,103.64607
1434,110.20859
1437,94.37372
1438,105.36508
1440,109.630356
1441,111.70287
1442,94.0156
1444,111.64066
1445,100.517136
1446,105.92029
1448,92.621155
1453,93.236664
1454,110.65408
1455,94.51836
1456,111.854645
1458,110.65408
1459,93.45831
1461,95.843636
1465,95.395325
1466,109.48713
1469,97.29205
1472,93.236664
1474,94.61181
1477,109.506
1479,109.41277
1482,97.42464
1483,78.401405
1487,96.14311
1488,112.03049
1490,112.13433
1492,110.10885
1494,117.27908
1496,102.2137
1497,100.89294
1499,95.7186
1502,92.34262
1507,102.25261
1508,92.78405
1509,106.542816
1511,91.52423
1512,113.01646
1513,114.534065
1514,104.73057
1518,111.34334
1519,91.745255
1522,111.50793
1524,78.5815
1527,94.0156
1529,88.5406
1532,104.13729
1536,112.16034
1537,117.233
1539,105.808464
1542,113.1894
1543,94.18573
1544,106.55637
1545,82.1173
1550,94.18573
1551,103.70461
1554,103.63243
1556,105.918205
1559,92.432236
1560,78.29214
1562,93.278595
1566,91.82857
1567,111.76527
1569,108.68015
1570,112.42047
1571,112.84273
1574,92.78405
1578,105.918205
1580,92.51055
1583,110.47382
1584,92.78405
1585,112.846344
1586,94.83131
1587,112.64331
1588,90.86585
1590,114.99734
1592,103.163475
1596,101.57153
1598,109.77875
1599,98.73521
1604,114.27033
1606,98.85484
1607,96.32817
1608,101.27882
1609,117.61357
1611,98.15011
1613,95.089424
1616,96.90663
1619,112.94201
1620,91.84317
1621,111.40743
1622,94.496574
1625,115.178406
1627,117.61357
1629,110.70191
1634,93.73722
1636,94.5095
1638,105.190186
1639,94.91241
1641,99.06086
1643,95.67052
1644,101.36097
1645,117.465485
1646,96.64918
1647,104.99209
1648,100.29392
1652,92.51055
1653,113.050095
1656,93.85979
1658,98.73521
1659,110.31407
1661,96.11704
1663,96.32817
1664,111.57578
1665,94.40942
1666,105.918205
1667,101.45673
1668,78.796326
1669,105.753845
1670,95.7878
1672,112.401
1674,110.38124
1677,112.03049
1678,98.846245
1679,110.261925
1680,95.29793
1683,107.86187
1686,104.98882
1687,111.44268
1689,111.74194
1690,91.16577
1691,115.540436
1692,113.6391
1693,92.78405
1695,94.53803
1696,93.236664
1697,110.50974
1700,105.918205
1701,94.49942
1702,112.27559
1703,93.21423
1704,108.00091
1706,96.74407
1707,116.056465
1708,94.57825
1710,94.34596
1711,101.37808
1713,101.58326
1717,103.5207
1719,105.918205
1720,94.41714
1722,93.830925
1725,103.2877
1726,94.36765
1727,101.87366
1729,112.838394
1730,92.973404
1731,111.48921
1733,105.918205
1734,93.85754
1735,111.44268
1738,95.089424
1742,95.17152
1745,110.38124
1747,94.795074
1749,94.85961
1751,95.173615
1752,78.703964
1753,104.45983
1754,94.83101
1755,92.92143
1756,106.96204
1758,111.693825
1759,94.51836
1760,103.74217
1761,113.141785
1762,92.35839
1763,108.46804
1764,96.12499
1766,95.788376
1768,95.023895
1769,79.92136
1771,111.930435
1772,96.441345
1773,99.954216
1774,95.42018
1775,113.99429
1777,112.189545
1779,94.51836
1780,107.49531
1787,93.21423
1788,94.49872
1790,94.25758
1796,111.38764
1801,91.48476
1803,102.28153
1807,112.48736
1809,111.00264
1812,94.71036
1813,112.892105
1814,95.8309
1815,107.50017
1816,101.87901
1818,95.7279
1820,92.437805
1821,116.704865
1822,96.279144
1825,94.63094
1826,104.00559
1828,94.16115
1831,106.798164
1836,106.69625
1837,94.17642
1841,94.57697
1844,101.7925
1848,96.8794
1851,105.76726
1852,95.10023
1853,92.03893
1854,115.768135
1856,96.1166
1859,111.00264
1860,97.290794
1861,78.74725
1863,109.76886
1865,95.074776
1866,108.3006
1867,95.31322
1868,93.02844
1872,94.60781
1879,94.35439
1880,104.01255
1882,93.588646
1885,107.86187
1887,104.28674
1888,97.931145
1890,116.82278
1894,95.029175
1895,104.149765
1896,95.063354
1897,106.82587
1900,109.78412
1901,92.432236
1902,111.410545
1905,94.90782
1906,112.39092
1912,103.70185
1915,102.11254
1916,104.97659
1917,92.84771
1918,100.8052
1920,78.69873
1923,97.94672
1924,108.52501
1925,93.68194
1930,117.514786
1932,110.546814
1933,102.39707
1934,112.23792
1935,92.825455
1940,79.40856
1941,95.28444
1942,109.56432
1943,98.26508
1944,92.6458
1945,97.17079
1948,117.1342
1949,91.042564
1952,94.83319
1954,92.78405
1955,112.452484
1958,94.0134
1959,79.42929
1960,108.46804
1963,95.28952
1965,96.17073
1968,105.47585
1969,94.39012
1971,95.13026
1972,111.759796
1973,94.333824
1975,92.20098
1977,95.863144
1978,99.35464
1979,109.7227
1981,94.57027
1982,110.00416
1987,108.547966
1988,91.82857
1993,98.02404
1997,93.78427
1999,94.0748
2001,95.089424
2002,116.91314
2003,94.57129
2004,83.565
2006,109.61317
2007,94.58284
2009,103.78887
2010,93.75835
2013,94.50966
2018,83.7746
2022,105.05851
2024,112.253395
2025,100.00171
2026,104.28551
2030,105.04088
2031,96.40167
2032,103.70185
2033,94.468056
2035,95.4935
2036,109.58011
2037,92.27154
2040,94.53437
2043,109.579956
2044,104.181625
2046,101.16826
2054,114.28151
2055,93.676605
2056,107.49531
2059,93.299934
2060,92.432236
2062,89.00294
2063,108.199524
2066,95.029175
2067,111.41066
2072,95.89329
2073,111.7551
2074,93.559425
2075,112.42593
2076,93.03985
2080,93.390915
2082,92.432236
2085,106.4876
2087,113.56979
2091,102.45763
2092,95.59926
2093,107.49531
2098,95.213326
2101,108.46804
2102,95.7279
2103,79.40856
2105,107.96831
2106,94.8654
2107,111.220535
2110,94.257706
2114,96.76907
2115,109.195244
2117,86.53925
2118,92.37367
2119,103.82607
2120,95.373405
2122,90.487564
2123,111.19827
2126,96.42746
2127,106.72996
2128,94.608986
2129,115.40608
2132,95.44938
2135,106.033554
2138,96.13293
2139,117.514786
2141,112.5088
2142,93.08255
2146,94.93346
2151,116.67453
2157,107.11758
2159,119.605194
2162,94.60785
2164,118.00031
2167,93.3646
2168,110.30271
2171,95.60701
2173,95.58268
2174,106.71942
2175,94.283325
2178,94.3737
2180,95.204185
2185,111.35377
2189,96.201866
2190,111.44268
2192,105.80621
2194,117.10161
2200,108.593155
2201,95.15076
2203,110.799416
2204,94.98963
2205,109.92214
2209,111.70094
2213,105.1847
2214,93.86671
2215,110.44079
2216,95.19185
2218,95.505905
2219,106.97921
2220,96.496475
2222,91.42488
2223,113.36788
2225,112.76258
2226,93.74378
2230,94.90444
2233,108.3833
2234,122.1339
2235,94.98963
2236,78.611916
2237,94.86835
2240,115.01363
2241,95.70949
2248,103.35518
2249,95.215866
2250,108.755806
2252,111.27291
2253,94.48742
2254,107.21448
2256,78.47491
2258,93.43474
2259,110.70472
2262,95.32719
2265,94.43895
2266,104.83434
2269,94.976654
2271,97.474205
2273,93.19616
2274,114.108635
2275,95.19185
2277,96.63779
2279,94.98963
2280,78.41829
2282,95.204185
2283,101.26112
2288,92.67474
2289,109.21626
2291,94.685616
2292,116.34401
2297,97.60735
2298,105.54554
2299,98.27331
2300,111.98469
2301,93.167755
2304,93.73887
2305,102.663345
2306,95.32719
2308,93.12552
2309,108.72729
2311,96.13939
2312,101.40745
2316,100.312675
2321,101.38254
2322,111.181015
2325,110.87606
2326,95.12649
2329,116.34401
2330,96.63779
2331,102.131256
2332,109.76868
2333,95.32719
2334,106.04023
2335,109.08685
2337,110.53003
2338,91.987854
2340,109.76868
2342,103.48058
2345,99.65405
2349,94.43268
2351,78.34425
2352,94.7564
2354,110.14786
2355,113.01165
2357,112.76258
2358,94.317184
2360,94.941956
2361,110.14786
2364,94.05115
2366,97.61814
2369,110.55585
2370,93.290535
2371,109.613205
2373,108.29565
2374,94.760925
2376,112.49379
2378,114.94792
2382,97.61135
2383,91.283905
2386,105.645676
2387,95.652954
2389,94.32006
2390,108.7454
2392,93.289604
2398,109.76868
2399,96.439476
2400,95.85227
2401,104.09122
2402,94.25159
2404,98.8886
2407,104.81703
2408,113.88121
2409,116.0769
2412,81.10555
2413,96.12855
2415,94.513145
2420,106.80909
2422,93.20565
2423,99.032745
2426,93.02272
2432,95.539764
2434,93.81128
2435,102.19867
2436,107.407326
2438,111.34102
2440,111.23906
2443,96.40972
2444,96.08487
2447,103.35518
2450,94.26834
2454,95.66127
2455,112.670784
2459,95.32719
2460,106.97265
2463,94.17559
2465,95.86866
2468,79.40856
2469,94.86713
2474,93.358284
2478,99.46926
2480,93.34095
2481,115.01363
2489,95.204185
2490,104.272865
2492,92.245865
2496,95.32719
2497,112.13663
2500,94.82447
2505,94.69034
2507,100.30796
2508,109.92214
2509,94.14163
2510,83.451126
2513,92.06665
2515,95.204185
2518,91.283905
2519,107.786476
2520,91.283905
2521,115.07423
2523,112.505264
2525,96.380806
2529,110.32225
2530,94.51149
2533,105.48986
2535,93.03809
2538,103.581024
2544,101.95212
2553,110.756325
2556,95.52161
2558,91.35344
2559,112.956505
2560,96.44674
2561,111.04567
2562,93.57883
2563,111.006676
2564,92.973404
2565,108.3833
2567,103.224815
2572,93.73472
2575,93.899414
2576,112.52323
2577,93.4064
2578,94.48861
2579,111.72203
2580,94.15241
2582,112.92208
2583,93.41413
2587,93.630905
2589,111.05038
2590,96.24003
2591,110.32225
2594,96.03795
2597,95.52302
2598,104.99948
2599,94.20141
2600,101.849785
2602,104.56532
2603,93.73472
2604,100.4754
2606,113.69975
2607,78.71204
2608,97.05801
2613,109.92214
2614,93.609215
2615,108.58226
2617,109.42213
2620,95.542114
2623,115.11796
2624,97.55897
2627,109.92214
2629,78.71204
2630,101.64176
2632,95.92398
2636,96.47636
2639,100.92713
2640,106.22599
2642,110.32225
2644,106.127815
2646,109.27159
2647,96.79689
2649,96.18942
2650,103.74284
2652,105.918205
2653,101.32609
2655,103.770775
2657,109.76868
2659,110.546814
2662,91.283905
2663,115.68778
2664,94.800964
2665,102.928055
2670,97.00903
2671,105.101974
2672,92.49367
2675,105.918205
2677,111.472595
2679,115.40907
2683,108.1138
2684,102.107574
2685,94.70163
2688,105.2501
2689,95.762764
2690,101.983215
2693,108.384094
2694,112.85994
2697,100.11675
2699,100.58239
2703,95.58837
2705,108.13156
2709,82.234726
2710,95.55794
2711,109.1199
2712,93.863304
2713,95.203445
2714,109.765884
2715,93.81047
2717,92.65847
2718,107.81552
2720,110.80292
2721,97.14805
2726,96.301254
2728,91.99069
2731,101.880806
2732,111.4455
2734,93.57141
2736,103.66792
2737,94.48412
2738,104.97758
2739,111.768295
2746,95.418846
2749,105.743355
2751,122.98321
2752,103.40925
2753,94.02826
2757,103.74217
2758,99.96099
2759,112.82069
2760,108.70736
2762,109.939415
2764,93.04825
2765,110.66619
2769,110.7191
2771,112.97874
2774,100.24899
2776,93.51386
2777,102.10635
2778,91.821106
2779,111.60374
2782,89.73521
2784,94.280624
2787,93.90856
2789,93.35179
2792,95.76495
2798,103.103546
2799,103.68761
2800,95.47618
2801,83.51291
2802,90.21915
2804,94.04379
2807,103.81759
2808,94.62966
2809,104.69692
2811,117.6171
2812,97.78946
2814,92.67633
2816,97.13968
2817,113.14564
2818,111.3881
2820,113.14551
2821,83.88703
2822,97.07189
2823,108.427826
2824,95.5355
2826,93.53997
2829,91.766426
2834,94.41445
2835,83.07681
2838,96.09712
2839,112.09918
2840,96.38687
2841,105.86868
2842,95.178375
2846,116.19965
2848,96.885864
2849,92.43652
2850,109.765884
2851,94.63986
2853,91.99903
2854,110.32225
2858,106.753
2861,98.02573
2864,92.245865
2865,115.68778
2866,112.62626
2867,92.02166
2868,114.4625
2870,112.39305
2877,100.93807
2878,109.92214
2880,112.13468
2882,78.25892
2883,96.09797
2884,104.13417
2885,93.8926
2887,95.204185
2888,104.948494
2889,94.859024
2890,105.01089
2891,95.93265
2892,116.988075
2893,97.49797
2898,113.80618
2899,96.34331
2900,109.33559
2901,94.968605
2909,97.57181
2910,109.34471
2911,106.23436
2913,108.736855
2914,102.526726
2918,91.06705
2919,110.967186
2920,93.729095
2921,109.92214
2922,99.012245
2923,104.4973
2925,102.20342
2926,94.15241
2927,111.119415
2929,111.471985
2933,87.76
2934,111.29867
2936,102.97052
2941,100.73601
2942,95.156624
2943,113.320465
2945,103.891685
2950,91.64331
2951,112.72864
2953,108.26796
2954,95.743126
2955,104.55379
2956,95.41102
2960,97.34982
2962,94.44465
2963,104.066895
2964,105.92029
2966,77.82583
2967,97.50715
2968,109.06651
2969,92.154144
2971,92.251274
2972,97.60735
2974,95.8401
2975,108.607
2977,117.57732
2980,111.21405
2981,94.64627
2983,100.20714
2984,103.936806
2985,116.34401
2986,101.50719
2987,97.60735
2989,93.42214
2990,112.693436
2991,106.88186
2992,79.92136
2995,101.086655
2996,103.53108
3002,116.36624
3004,109.775406
3005,116.385216
3006,93.50289
3010,94.86358
3011,102.797676
3014,94.15241
3015,91.72158
3016,94.26478
3017,102.6927
3018,97.68804
3021,103.93862
3024,106.217026
3028,99.2277
3030,91.821106
3032,97.50841
3039,95.063354
3040,102.08829
3041,98.996124
3043,93.934326
3044,111.58564
3046,110.750114
3055,99.58569
3056,114.152855
3058,92.68081
3059,108.833
3061,118.00031
3063,107.57947
3066,94.92137
3067,106.217026
3068,78.36412
3069,97.14805
3072,114.51412
3073,113.53836
3074,99.680405
3077,92.34929
3082,97.14604
3084,101.086655
3085,110.653
3088,106.127815
3091,92.18188
3092,109.528206
3093,93.77673
3094,101.880806
3096,112.23792
3097,92.91291
3098,78.10657
3102,117.24466
3106,96.17154
3109,94.76436
3111,93.26279
3112,116.385216
3113,97.05891
3115,97.05801
3116,111.77968
3117,94.09083
3121,109.44275
3122,91.80901
3123,94.5509
3124,103.30936
3125,94.26478
3126,100.80416
3127,115.26349
3129,92.601875
3130,110.679115
3132,104.40003
3134,103.44031
3135,97.04792
3137,83.40918
3138,115.78087
3140,92.026535
3144,112.220535
3145,95.32247
3146,108.58226
3147,95.67994
3148,102.66843
3149,105.20024
3150,112.57149
3151,97.37493
3152,94.75783
3155,94.7735
3156,109.765884
3159,91.92269
3161,97.398865
3162,105.0105
3163,95.87798
3165,101.26758
3172,94.79512
3173,109.09735
3176,94.0157
3177,104.720085
3179,108.607
3183,94.78028
3186,94.60795
3187,97.50502
3189,106.08919
3190,95.22916
3192,115.26349
3193,94.79512
3194,111.98572
3197,94.36018
3198,94.429054
3200,93.914894
3201,116.44387
3202,94.429054
3204,94.53437
3205,91.73851
3206,112.99102
3208,104.90907
3210,103.58975
3211,94.87796
3212,118.00031
3213,94.60037
3214,108.75619
3216,106.22843
3219,94.246414
3220,111.01305
3221,97.05891
3226,104.493286
3227,104.28379
3228,113.5165
3229,98.01695
3232,79.40856
3233,92.77123
3234,94.43502
3236,94.40929
3238,108.899345
3239,112.73573
3240,93.92436
3247,107.40414
3249,107.134895
3252,113.44724
3253,95.49403
3254,105.24887
3255,96.13544
3256,119.866394
3257,96.36472
3262,94.329994
3263,105.918205
3264,95.41102
3266,113.14898
3267,103.45628
3269,95.432526
3272,116.34401
3274,94.36018
3275,108.0894
3277,96.07281
3279,106.01985
3280,108.02742
3283,93.67674
3285,95.089424
3287,96.04836
3288,106.217026
3290,104.679695
3291,94.765976
3298,112.28299
3299,94.49526
3302,105.46661
3303,94.075294
3304,104.762
3307,99.26501
3309,94.93409
3314,78.30293
3316,109.20475
3317,91.287506
3319,95.464035
3320,111.95794
3321,97.1184
3322,101.40256
3324,93.50378
3326,90.45025
3329,110.32851
3330,92.973404
3331,110.57682
3335,118.00031
3337,96.26674
3338,106.2643
3339,99.29927
3340,111.28459
3341,92.49058
3343,93.4425
3346,93.53353
3348,93.723885
3351,106.217026
3352,116.61507
3355,93.21423
3356,115.960724
3358,101.220985
3359,95.10023
3360,108.68197
3371,110.399155
3372,96.44471
3374,107.430725
3377,111.1094
3378,91.75336
3380,100.343895
3382,96.25766
3386,95.33551
3389,112.59686
3391,102.370415
3393,96.49592
3394,105.4576
3395,92.9202
3397,110.07555
3398,95.763336
3399,81.60845
3400,98.81572
3404,106.350624
3407,112.07717
3409,98.86104
3419,96.07281
3421,90.71636
3425,102.48003
3427,81.833595
3428,116.638
3429,111.33846
3431,91.842766
3435,93.2705
3436,112.50739
3439,100.61462
3441,92.66321
3442,116.638
3443,94.329994
3444,104.75033
3445,93.84935
3446,105.70014
3449,92.78195
3453,95.03999
3457,96.10773
3460,105.92029
3461,96.43896
3462,96.84433
3464,107.57947
3465,78.36412
3466,99.38716
3467,107.205154
3468,100.11535
3469,106.84551
3470,101.695625
3472,110.32225
3473,92.02829
3475,93.75017
3476,111.62845
3478,101.82591
3479,102.117485
3483,97.91321
3484,102.786896
3485,96.00714
3487,93.98095
3488,113.34534
3496,117.37645
3497,95.65474
3499,97.69259
3500,78.444
3501,93.899414
3504,93.39015
3508,105.368126
3511,94.1858
3512,114.47411
3515,91.66383
3517,93.95518
3518,102.53516
3526,112.91358
3528,104.81121
3529,93.81295
3530,111.29961
3531,96.941376
3532,106.83481
3533,98.81123
3534,96.195915
3535,78.59405
3536,94.020805
3537,110.415504
3538,93.794395
3539,117.46186
3540,101.317635
3545,111.277664
3546,94.57027
3550,104.291145
3551,96.03225
3553,94.997086
3554,105.92029
3557,94.765976
3558,108.249794
3559,92.78195
3561,94.71084
3562,110.07555
3563,94.03435
3564,106.217026
3565,93.84935
3567,93.953094
3571,106.217026
3572,94.62723
3574,96.32973
3576,95.17736
3577,110.39002
3578,100.245895
3579,94.17642
3583,95.66248
3585,97.69188
3586,104.364456
3587,111.373955
3593,93.86038
3594,108.29787
3595,95.063354
3599,94.225525
3600,105.28681
3601,110.32225
3602,92.78195
3604,97.9496
3609,116.68491
3610,109.50112
3612,110.356155
